row_id,user,target,prefix_length,history_group,interest_diversity,semantic_gap,best_history_image_similarity,best_history_text_similarity,gap_quartile,gap_group,diversity_group
412,5271,13681,3,2-3,0.8009253293275833,0.7430741488933563,0.3574385643005371,0.23179765045642853,3,Q3,High
413,5292,13480,1,1,,0.8388708084821701,0.15848851203918457,0.16178935766220093,4,Q4-high,Single-history
414,5311,2494,3,2-3,0.6990659832954407,0.8556781113147736,0.1344306766986847,0.14679469168186188,4,Q4-high,Medium
415,5328,17243,2,2-3,0.8317062705755234,0.42220038175582886,0.5069925785064697,0.5955013632774353,1,Q1-low,High
416,5331,12853,1,1,,0.6398599743843079,0.11686299741268158,0.4209592938423157,2,Q2,Single-history
417,5348,16609,2,2-3,0.8625451624393463,0.7369780242443085,0.106135793030262,0.30224353075027466,3,Q3,High
418,5354,15991,2,2-3,0.6841561794281006,0.4199554920196533,0.48737549781799316,0.6032117605209351,1,Q1-low,Low
419,5377,18322,3,2-3,0.6982752084732056,0.6707373857498169,0.22914206981658936,0.35429275035858154,2,Q2,Low
420,5386,9356,5,4-5,0.7695358246564865,0.6789320707321167,0.1653408259153366,0.3599996864795685,2,Q2,Medium
421,5391,7114,2,2-3,0.948198277503252,0.7063223123550415,0.2512398362159729,0.3042871654033661,3,Q3,High
422,5398,18291,10,>=6,0.8238485455513,0.5506888329982758,0.29161757230758667,0.48873457312583923,1,Q1-low,High
423,5402,354,2,2-3,0.7353135943412781,0.7745424807071686,0.31419241428375244,0.20327377319335938,4,Q4-high,Medium
424,5416,17596,6,>=6,0.7403743863105774,0.6918291747570038,0.10536821186542511,0.3588714599609375,2,Q2,Medium
425,5419,13400,8,>=6,0.778930738568306,0.5397270321846008,0.3961622714996338,0.4763006269931793,1,Q1-low,Medium
426,5420,16151,1,1,,0.7124931514263153,0.22143115103244781,0.3040257692337036,3,Q3,Single-history
427,5430,2632,2,2-3,0.8141134232282639,0.7344740629196167,0.1568470448255539,0.29269564151763916,3,Q3,High
428,5431,18133,3,2-3,0.6624228954315186,0.6559060215950012,0.12539193034172058,0.39876946806907654,2,Q2,Low
429,5523,11068,2,2-3,0.6825501620769501,0.7647033631801605,0.17565013468265533,0.2502082586288452,3,Q3,Low
430,5560,18307,2,2-3,0.8530464172363281,0.8111091554164886,0.2451012134552002,0.17483824491500854,4,Q4-high,High
431,5585,7809,2,2-3,0.8640459328889847,0.8252298086881638,0.207802414894104,0.166512131690979,4,Q4-high,High
432,5592,18285,8,>=6,0.6996760368347168,0.5899518728256226,0.23764991760253906,0.45314764976501465,1,Q1-low,Medium
433,5613,3522,6,>=6,0.7992857396602631,0.7395166754722595,0.22487521171569824,0.26938536763191223,3,Q3,High
434,5627,6138,3,2-3,0.7485590875148773,0.7221716344356537,0.27588731050491333,0.27831363677978516,3,Q3,Medium
435,5630,18307,4,4-5,0.8224482536315918,0.7715319693088531,0.1371435523033142,0.2512991428375244,4,Q4-high,High
436,5636,10465,3,2-3,0.8246162682771683,0.6811130046844482,0.1755800098180771,0.3547137379646301,2,Q2,High
437,5654,17798,3,2-3,0.7072121500968933,0.6935457587242126,0.16618342697620392,0.3415219485759735,2,Q2,Medium
438,5685,16546,4,4-5,0.6114007532596588,0.6247470080852509,0.20192095637321472,0.41858598589897156,2,Q2,Low
439,5696,16456,2,2-3,0.7306816577911377,0.6265908181667328,0.4215971827507019,0.36136215925216675,2,Q2,Medium
440,5740,11986,5,4-5,0.7624687403440475,0.7110586762428284,0.1576271653175354,0.3217698633670807,3,Q3,Medium
441,5757,6276,5,4-5,0.7868209779262543,0.6431467235088348,0.2787979245185852,0.37636712193489075,2,Q2,High
442,5765,12632,8,>=6,0.7077478468418121,0.5283052325248718,0.19931481778621674,0.5397897362709045,1,Q1-low,Medium
443,5810,6647,8,>=6,0.737038642168045,0.5012616515159607,0.633897066116333,0.4649486243724823,1,Q1-low,Medium
444,5839,17235,2,2-3,0.6542069017887115,0.8138994872570038,0.26063281297683716,0.16746743023395538,4,Q4-high,Low
445,5891,17339,3,2-3,0.8273106068372726,0.7434238791465759,0.3758900463581085,0.22674764692783356,3,Q3,High
446,5897,2376,4,4-5,0.8197930455207825,0.6059436500072479,0.3546932637691498,0.40389710664749146,1,Q1-low,High
447,5912,18310,1,1,,0.8719267547130585,0.27391481399536133,0.09161285310983658,4,Q4-high,Single-history
448,5935,14409,2,2-3,0.7416051626205444,0.7682064175605774,0.2417478859424591,0.22930499911308289,3,Q3,Medium
449,5945,17254,5,4-5,0.6495724320411682,0.6983098685741425,0.32742494344711304,0.29525643587112427,3,Q3,Low
450,5967,9627,4,4-5,0.6092374324798584,0.7725761383771896,0.1307411789894104,0.25159454345703125,4,Q4-high,Low
451,5970,15566,3,2-3,0.6233799159526825,0.6464342772960663,0.20618292689323425,0.3904114067554474,2,Q2,Low
452,5980,3713,2,2-3,0.9149373099207878,0.7523328363895416,0.3567560911178589,0.22039493918418884,3,Q3,High
453,5986,6169,2,2-3,0.9009809792041779,0.695724606513977,0.08596718311309814,0.35885244607925415,2,Q2,High
454,6037,17335,5,4-5,0.7664306461811066,0.6131682097911835,0.3305336833000183,0.4009063243865967,2,Q2,Medium
455,6059,400,3,2-3,0.8468334376811981,0.8112188428640366,0.19322305917739868,0.18767067790031433,4,Q4-high,High
456,6079,16802,3,2-3,0.5908251702785492,0.5671745240688324,0.3986647129058838,0.44136562943458557,1,Q1-low,Low
457,6081,14476,2,2-3,0.5831328928470612,0.6976813673973083,0.30753380060195923,0.30101484060287476,2,Q2,Low
458,6088,11633,4,4-5,0.7645404189825058,0.5211436152458191,0.2477208524942398,0.5366402864456177,1,Q1-low,Medium
459,6091,6993,4,4-5,0.8553818464279175,0.7348041832447052,0.16449442505836487,0.2903711795806885,3,Q3,High
460,6119,8559,1,1,,0.6983075737953186,0.22095125913619995,0.32187768816947937,3,Q3,Single-history
461,6121,11858,4,4-5,0.7056569755077362,0.6734573245048523,0.18628747761249542,0.3616064786911011,2,Q2,Medium
462,6131,5521,4,4-5,0.5986653864383698,0.686444491147995,0.1510373055934906,0.3541850447654724,2,Q2,Low
463,6134,16326,4,4-5,0.7709078788757324,0.8121368885040283,0.2804156541824341,0.16472497582435608,4,Q4-high,Medium
464,6159,4461,7,>=6,0.7453731000423431,0.5790707468986511,0.2654631733894348,0.4597957730293274,1,Q1-low,Medium
465,6171,18095,3,2-3,0.7889444828033447,0.34967976808547974,0.7867647409439087,0.616209089756012,1,Q1-low,High
466,6174,8030,5,4-5,0.8155086934566498,0.5062945485115051,0.4352542459964752,0.5083182454109192,1,Q1-low,High
467,6176,17880,4,4-5,0.6297474205493927,0.7728730142116547,0.31925472617149353,0.2040950357913971,4,Q4-high,Low
468,6178,3513,3,2-3,0.4819716215133667,0.6371038556098938,0.32648518681526184,0.3719988763332367,2,Q2,Low
469,6180,409,10,>=6,0.7259890735149384,0.4145561456680298,0.6465820670127869,0.5701593160629272,1,Q1-low,Medium
470,6192,2712,3,2-3,0.68354132771492,0.5168659090995789,0.4536583125591278,0.4905030429363251,1,Q1-low,Low
471,6201,9019,2,2-3,0.6135143637657166,0.6169081926345825,0.20081153512001038,0.42866188287734985,2,Q2,Low
472,6223,17425,2,2-3,0.5133154988288879,0.34058332443237305,0.29411494731903076,0.7507420778274536,1,Q1-low,Low
473,6263,17137,5,4-5,0.655991405248642,0.618302047252655,0.48576614260673523,0.3556808829307556,2,Q2,Low
474,6279,18132,8,>=6,0.7254171371459961,0.6494989991188049,0.3005666732788086,0.3629845678806305,2,Q2,Medium
475,6287,3391,2,2-3,0.8405981361865997,0.5873105525970459,0.21885108947753906,0.46114903688430786,1,Q1-low,High
476,6298,420,2,2-3,0.5498933494091034,0.44454771280288696,0.8354533314704895,0.48545199632644653,1,Q1-low,Low
477,6299,420,2,2-3,0.5299668312072754,0.4263737201690674,0.6599352955818176,0.5520489811897278,1,Q1-low,Low
478,6366,14956,2,2-3,0.9138629958033562,0.7180923223495483,0.27435094118118286,0.28379687666893005,3,Q3,High
479,6395,16802,5,4-5,0.6841139197349548,0.6013759970664978,0.13829058408737183,0.4637073576450348,1,Q1-low,Low
480,6476,2026,5,4-5,0.5271426141262054,0.41165417432785034,0.576808512210846,0.5912301540374756,1,Q1-low,Low
481,6490,5685,4,4-5,0.6928330957889557,0.7091593444347382,0.20577897131443024,0.31210607290267944,3,Q3,Low
482,6497,16949,5,4-5,0.6837731301784515,0.5408085882663727,0.21708902716636658,0.5197169780731201,1,Q1-low,Low
483,6525,18356,7,>=6,0.8299339115619659,0.3906252384185791,0.5731278657913208,0.6184364557266235,1,Q1-low,High
484,6530,2185,4,4-5,0.8097554594278336,0.45485562086105347,0.769364595413208,0.48908931016921997,1,Q1-low,High
485,6539,17711,2,2-3,0.7538934499025345,0.611080527305603,0.25048309564590454,0.4235285520553589,2,Q2,Medium
486,6555,9516,2,2-3,0.8205173313617706,0.5958515405654907,0.42007148265838623,0.40016770362854004,1,Q1-low,High
487,6577,17718,5,4-5,0.7309704422950745,0.8046392649412155,0.2035452425479889,0.1933145970106125,4,Q4-high,Medium
488,6584,12476,4,4-5,0.8325144052505493,0.7376702725887299,0.21116051077842712,0.2751220166683197,3,Q3,High
489,6592,449,3,2-3,0.771181583404541,0.721336841583252,0.18959824740886688,0.30092939734458923,3,Q3,Medium
490,6606,9635,1,1,,0.6148005127906799,0.27268627285957336,0.41332775354385376,2,Q2,Single-history
491,6639,8286,2,2-3,0.7490621507167816,0.7104256749153137,0.3900785446166992,0.26444825530052185,3,Q3,Medium
492,6663,7775,3,2-3,0.7031657993793488,0.8379798084497452,0.18566426634788513,0.15610916912555695,4,Q4-high,Medium
493,6668,17183,3,2-3,0.860675260424614,0.6856468021869659,0.10020913183689117,0.3678892254829407,2,Q2,High
494,6671,2372,1,1,,0.785475492477417,0.1854199916124344,0.22180064022541046,4,Q4-high,Single-history
495,6675,14984,3,2-3,0.7313461303710938,0.6320328712463379,0.3400964140892029,0.3749348223209381,2,Q2,Medium
496,6676,18050,3,2-3,0.7613157480955124,0.8099484443664551,0.15828627347946167,0.19799286127090454,4,Q4-high,Medium
497,6691,4929,2,2-3,0.7937091141939163,0.5461021065711975,0.57725590467453,0.4230583906173706,1,Q1-low,High
498,6780,1723,2,2-3,0.4407299757003784,0.7163037955760956,0.187737375497818,0.307685911655426,3,Q3,Low
499,6799,16096,4,4-5,0.7441757321357727,0.21155595779418945,0.7855300903320312,0.7891724705696106,1,Q1-low,Medium
500,6800,13508,3,2-3,0.767257034778595,0.8032635897397995,0.22229509055614471,0.19034674763679504,4,Q4-high,Medium
501,6831,460,2,2-3,0.8136023432016373,0.7125680446624756,0.1454525589942932,0.322926789522171,3,Q3,High
502,6852,1227,10,>=6,0.7410793602466583,0.5144558548927307,0.4647026062011719,0.49075451493263245,1,Q1-low,Medium
503,6875,467,4,4-5,0.7279089987277985,0.7729577422142029,0.4100901484489441,0.18128028512001038,4,Q4-high,Medium
504,6900,16413,7,>=6,0.6456807851791382,0.4409332275390625,0.4687279462814331,0.5816514492034912,1,Q1-low,Low
505,6909,17042,7,>=6,0.7877209037542343,0.6941980421543121,0.33159011602401733,0.2993549108505249,2,Q2,High
506,6923,4244,6,>=6,0.714998722076416,0.6462614238262177,0.31560149788856506,0.36327284574508667,2,Q2,Medium
507,6927,15763,2,2-3,0.6522977948188782,0.6166469156742096,0.24751514196395874,0.4173125624656677,2,Q2,Low
508,6938,17627,2,2-3,0.6634671986103058,0.5513400137424469,0.25430846214294434,0.4972478747367859,1,Q1-low,Low
509,6960,11650,2,2-3,0.8722994774580002,0.7735746949911118,0.06230418384075165,0.2674555778503418,4,Q4-high,High
510,6966,18334,4,4-5,0.8327428847551346,0.6824356913566589,0.5000143647193909,0.2719517946243286,2,Q2,High
511,6969,18159,4,4-5,0.8374147862195969,0.6130782961845398,0.20327600836753845,0.43283313512802124,2,Q2,High
512,6972,2670,4,4-5,0.6862352788448334,0.6206888556480408,0.25317054986953735,0.4108462929725647,2,Q2,Low
513,6990,18104,10,>=6,0.7304063439369202,0.5262526571750641,0.3626781702041626,0.5015146136283875,1,Q1-low,Medium
514,7022,5911,3,2-3,0.7589800208806992,0.7425410151481628,0.1721445620059967,0.2787875831127167,3,Q3,Medium
515,7032,3675,2,2-3,0.43532711267471313,0.7560737282037735,0.2240040898323059,0.24890682101249695,3,Q3,Low
516,7037,1910,2,2-3,0.7575997114181519,0.7787834107875824,0.09187201410531998,0.25355273485183716,4,Q4-high,Medium
517,7045,3316,3,2-3,0.7643600255250931,0.6122332215309143,0.2923831641674042,0.41161268949508667,2,Q2,Medium
518,7069,18253,2,2-3,0.7537852823734283,0.7053053975105286,0.1298973113298416,0.3358939290046692,3,Q3,Medium
519,7076,13152,3,2-3,0.6399004459381104,0.7994340658187866,0.37735921144485474,0.15636762976646423,4,Q4-high,Low
520,7089,7049,2,2-3,0.5073644518852234,0.3274434804916382,0.7093983888626099,0.6633460521697998,1,Q1-low,Low
521,7092,487,2,2-3,0.7012360692024231,0.7276078164577484,0.14558333158493042,0.3040943741798401,3,Q3,Medium
522,7094,18214,2,2-3,0.46387290954589844,0.7856158316135406,0.4102602005004883,0.16541515290737152,4,Q4-high,Low
523,7103,488,3,2-3,0.7528117448091507,0.8114391416311264,0.11117228865623474,0.2079080045223236,4,Q4-high,Medium
524,7107,18356,2,2-3,0.6478235721588135,0.7753226161003113,0.1793825924396515,0.23600107431411743,4,Q4-high,Low
525,7116,4497,3,2-3,0.8412584513425827,0.4913179874420166,0.29064494371414185,0.563191294670105,1,Q1-low,High
526,7128,490,2,2-3,0.5970677137374878,0.8443299233913422,0.21310687065124512,0.14131087064743042,4,Q4-high,Low
527,7132,3114,3,2-3,0.8488256484270096,0.8214461803436279,0.2646366059780121,0.15703310072422028,4,Q4-high,High
528,7134,17494,6,>=6,0.5168226659297943,0.7193774878978729,0.25998350977897644,0.2857822775840759,3,Q3,Low
529,7137,18131,8,>=6,0.7837904989719391,0.48877638578414917,0.45871639251708984,0.5243504047393799,1,Q1-low,Medium
530,7139,18320,2,2-3,0.0525781512260437,0.9829743225127459,0.20723676681518555,-0.03052709251642227,4,Q4-high,Low
531,7140,18137,8,>=6,0.7142624258995056,0.7472261190414429,0.1898335963487625,0.2685089409351349,3,Q3,Medium
532,7141,18356,6,>=6,0.77512988448143,0.7378551661968231,0.15335741639137268,0.28934168815612793,3,Q3,Medium
533,7147,17862,3,2-3,0.8897829875349998,0.5822570025920868,0.3157876133918762,0.44323182106018066,1,Q1-low,High
534,7151,18137,2,2-3,0.8613756000995636,0.8688273429870605,0.17354491353034973,0.12057960033416748,4,Q4-high,High
535,7152,18356,4,4-5,0.7525184601545334,0.721318393945694,0.37191274762153625,0.2553738057613373,3,Q3,Medium
536,7160,18355,5,4-5,0.841714084148407,0.5866323113441467,0.3902326226234436,0.4191514551639557,1,Q1-low,High
537,7209,16332,2,2-3,0.8361745029687881,0.8461710512638092,0.2348615825176239,0.13357079029083252,4,Q4-high,High
538,7214,15658,2,2-3,0.6353430151939392,0.8753659427165985,0.17447632551193237,0.11217349022626877,4,Q4-high,Low
539,7222,16784,2,2-3,0.8028404414653778,0.8265553414821625,0.2266015112400055,0.16015544533729553,4,Q4-high,High
540,7247,18289,1,1,,0.6627853810787201,0.18312430381774902,0.37573719024658203,2,Q2,Single-history
541,7264,3771,3,2-3,0.6553728878498077,0.3882673978805542,0.5175519585609436,0.6352777481079102,1,Q1-low,Low
542,7401,2372,2,2-3,0.7081781625747681,0.8420344591140747,0.1602325737476349,0.1573987901210785,4,Q4-high,Medium
543,7402,9999,2,2-3,0.8065232783555984,0.6825149059295654,0.22909364104270935,0.33958297967910767,2,Q2,High
544,7404,8595,2,2-3,0.6537942290306091,0.7126571536064148,0.17149493098258972,0.3163048326969147,3,Q3,Low
545,7415,3657,1,1,,0.7846258580684662,0.267622709274292,0.20231200754642487,4,Q4-high,Single-history
546,7432,12964,4,4-5,0.5924515426158905,0.6881319284439087,0.2571715712547302,0.3255422115325928,2,Q2,Low
547,7451,7327,2,2-3,0.21390599012374878,0.7445824146270752,0.22342322766780853,0.2634161710739136,3,Q3,Low
548,7470,17252,6,>=6,0.8100357800722122,0.6738794445991516,0.20299401879310608,0.35690218210220337,2,Q2,High
549,7475,516,2,2-3,0.7463853061199188,0.6501996219158173,0.46954065561294556,0.31986528635025024,2,Q2,Medium
550,7515,10992,2,2-3,0.7254138290882111,0.6644773185253143,0.26348379254341125,0.3535323739051819,2,Q2,Medium
551,7554,15545,3,2-3,0.31382566690444946,0.6736296117305756,0.1437339186668396,0.37202948331832886,2,Q2,Low
552,7596,11813,2,2-3,0.684795081615448,0.8039824962615967,0.2607209086418152,0.17984163761138916,4,Q4-high,Low
553,7613,11633,3,2-3,0.5987558364868164,0.6775762438774109,0.38832637667655945,0.30594807863235474,2,Q2,Low
554,7620,5795,3,2-3,0.6592032015323639,0.36852413415908813,0.3221992254257202,0.7087950110435486,1,Q1-low,Low
555,7640,18226,3,2-3,0.7156034708023071,0.4400273561477661,0.580599308013916,0.5548160076141357,1,Q1-low,Medium
556,7641,2843,2,2-3,0.7184964418411255,0.8141807615756989,0.24912624061107635,0.16999247670173645,4,Q4-high,Medium
557,7695,678,2,2-3,0.45225751399993896,0.4857461452484131,0.09197042882442474,0.6198247075080872,1,Q1-low,Low
558,7706,5171,3,2-3,0.6758067607879639,0.5768082737922668,0.52088862657547,0.39876747131347656,1,Q1-low,Low
559,7728,18200,2,2-3,0.7355386018753052,0.735828161239624,0.11850939691066742,0.3005874454975128,3,Q3,Medium
560,7734,14318,1,1,,0.7467675507068634,0.19318309426307678,0.26824477314949036,3,Q3,Single-history
561,7756,17947,4,4-5,0.6791299879550934,0.6427900493144989,0.3024542033672333,0.37089887261390686,2,Q2,Low
562,7759,18150,7,>=6,0.6729727685451508,0.6124249398708344,0.12678825855255127,0.45277172327041626,2,Q2,Low
563,7770,18292,2,2-3,0.9105280265212059,0.7088821530342102,0.39435210824012756,0.26530927419662476,3,Q3,High
564,7777,3020,2,2-3,0.367720365524292,0.7292594909667969,0.38905054330825806,0.2411629855632782,3,Q3,Low
565,7784,18004,1,1,,0.7585919499397278,0.2133713960647583,0.2484172135591507,3,Q3,Single-history
566,7790,11979,4,4-5,0.7166352868080139,0.6518589854240417,0.2826480567455292,0.36451423168182373,2,Q2,Medium
567,7805,6483,3,2-3,0.8385279327630997,0.7640326023101807,0.20940858125686646,0.24260708689689636,3,Q3,High
568,7809,15679,2,2-3,0.6116463243961334,0.567777544260025,0.4026939272880554,0.43960458040237427,1,Q1-low,Low
569,7813,16298,4,4-5,0.5500799417495728,0.526663601398468,0.42198115587234497,0.48617517948150635,1,Q1-low,Low
570,7817,3349,3,2-3,0.7404035329818726,0.6086107790470123,0.3169803023338318,0.40999144315719604,1,Q1-low,Medium
571,7862,8699,9,>=6,0.6201485395431519,0.3952988386154175,0.2803458571434021,0.685789942741394,1,Q1-low,Low
572,7874,8443,1,1,,0.6598574817180634,0.23799258470535278,0.3656800091266632,2,Q2,Single-history
573,7890,11573,7,>=6,0.5457539260387421,0.5150414109230042,0.2465478926897049,0.5445612668991089,1,Q1-low,Low
574,7891,18174,1,1,,0.8280194699764252,0.21540257334709167,0.16112500429153442,4,Q4-high,Single-history
575,7903,12339,6,>=6,0.6781547665596008,0.7543787360191345,0.249888613820076,0.24455443024635315,3,Q3,Low
576,7917,6550,4,4-5,0.7621083706617355,0.7345539331436157,0.21705392003059387,0.2775440812110901,3,Q3,Medium
577,7927,18275,1,1,,0.6825096011161804,0.44707438349723816,0.28509438037872314,2,Q2,Single-history
578,7950,18226,1,1,,0.6407131254673004,0.3277735710144043,0.367165207862854,2,Q2,Single-history
579,7975,4085,2,2-3,0.48201483488082886,0.7030965387821198,0.296741247177124,0.2969440221786499,3,Q3,Low
580,7982,554,3,2-3,0.6805579364299774,0.8267131149768829,0.15533718466758728,0.1777743101119995,4,Q4-high,Low
581,7988,11010,2,2-3,0.7464303970336914,0.7332450151443481,0.3562297224998474,0.24438628554344177,3,Q3,Medium
582,8004,18219,2,2-3,0.6078069508075714,0.5312431156635284,0.2781132459640503,0.5164178013801575,1,Q1-low,Low
583,8016,9914,5,4-5,0.7578932791948318,0.7048031091690063,0.20398451387882233,0.3179999887943268,3,Q3,Medium
584,8022,11781,2,2-3,0.7277122437953949,0.7511576116085052,0.07292630523443222,0.29282140731811523,3,Q3,Medium
585,8043,16666,2,2-3,0.6586208343505859,0.8293971568346024,0.15897542238235474,0.17350968718528748,4,Q4-high,Low
586,8045,16091,2,2-3,0.7408471405506134,0.7290958762168884,0.28346574306488037,0.26776373386383057,3,Q3,Medium
587,8059,3304,3,2-3,0.7520212382078171,0.7031724452972412,0.2456175684928894,0.30963003635406494,3,Q3,Medium
588,8063,18200,3,2-3,0.5860083997249603,0.7822158187627792,0.14295174181461334,0.23649227619171143,4,Q4-high,Low
589,8080,18295,2,2-3,0.6785207390785217,0.6374081075191498,0.22135797142982483,0.39790037274360657,2,Q2,Low
590,8088,18352,2,2-3,0.7580229341983795,0.7197533845901489,0.2701161503791809,0.2827792167663574,3,Q3,Medium
591,8115,5188,2,2-3,0.8017293363809586,0.6286894679069519,0.2066992074251175,0.41246333718299866,2,Q2,High
592,8122,12038,2,2-3,0.607214093208313,0.6092765927314758,0.3298676609992981,0.4059373140335083,1,Q1-low,Low
593,8131,6608,10,>=6,0.7455175518989563,0.5925123691558838,0.11321713030338287,0.48105525970458984,1,Q1-low,Medium
594,8159,8177,4,4-5,0.6601691246032715,0.4947656989097595,0.30396217107772827,0.5555523633956909,1,Q1-low,Low
595,8168,17425,4,4-5,0.5411781370639801,0.5083168745040894,0.3543335199356079,0.5260205268859863,1,Q1-low,Low
596,8197,17839,2,2-3,0.7936879545450211,0.7347742021083832,0.3408133387565613,0.24632889032363892,3,Q3,High
597,8200,569,2,2-3,0.6425608992576599,0.42929190397262573,0.4338093400001526,0.6049327850341797,1,Q1-low,Low
598,8234,9500,3,2-3,0.5186703205108643,0.5488910973072052,0.5088114738464355,0.4366832673549652,1,Q1-low,Low
599,8246,16714,2,2-3,0.5934323072433472,0.6914094388484955,0.1759078949689865,0.34176120162010193,2,Q2,Low
600,8250,9993,2,2-3,0.8038229644298553,0.7499456405639648,0.208968386054039,0.2603258490562439,3,Q3,High
601,8255,7440,6,>=6,0.6711188852787018,0.6320321559906006,0.1598401963710785,0.41999977827072144,2,Q2,Low
602,8278,8355,3,2-3,0.7856582552194595,0.8446228206157684,0.17284102737903595,0.15101121366024017,4,Q4-high,High
603,8332,4780,4,4-5,0.6729496419429779,0.6515917181968689,0.1268358826637268,0.4038013815879822,2,Q2,Low
604,8349,14967,2,2-3,0.5003883838653564,0.6290580332279205,0.44271522760391235,0.35299864411354065,2,Q2,Low
605,8374,2616,2,2-3,0.6344443261623383,0.790766254067421,0.17769840359687805,0.217117577791214,4,Q4-high,Low
606,8432,13899,3,2-3,0.5934974849224091,0.6194947361946106,0.33869388699531555,0.39095810055732727,2,Q2,Low
607,8443,1939,3,2-3,0.8429001122713089,0.7962031811475754,0.19646881520748138,0.20562881231307983,4,Q4-high,High
608,8490,738,4,4-5,0.6617400944232941,0.683452308177948,0.2391449213027954,0.33589839935302734,2,Q2,Low
609,8506,18307,4,4-5,0.8499375581741333,0.8369995355606079,0.1629972755908966,0.16300125420093536,4,Q4-high,High
610,8507,8535,1,1,,0.5978249311447144,0.3115965723991394,0.424819678068161,1,Q1-low,Single-history
611,8513,17805,2,2-3,0.9090134501457214,0.8092499226331711,0.0722876638174057,0.22036567330360413,4,Q4-high,High
612,8522,4879,3,2-3,0.749673455953598,0.7432097792625427,0.2976563572883606,0.24657368659973145,3,Q3,Medium
613,8529,3422,2,2-3,0.9556781128048897,0.7137953042984009,0.18857434391975403,0.3106122612953186,3,Q3,High
614,8534,3141,3,2-3,0.8355150669813156,0.7901422530412674,0.20136964321136475,0.21197976171970367,4,Q4-high,High
615,8543,18287,4,4-5,0.8931699693202972,0.6219867765903473,0.4425734281539917,0.36187314987182617,2,Q2,High
616,8545,18088,2,2-3,0.7548638731241226,0.7707066833972931,0.21108540892601013,0.2338452935218811,4,Q4-high,Medium
617,8558,17323,5,4-5,0.741099089384079,0.7281918227672577,0.2471923828125,0.2779621183872223,3,Q3,Medium
618,8572,10688,3,2-3,0.7332417666912079,0.6177096366882324,0.09898921847343445,0.45311564207077026,2,Q2,Medium
619,8597,601,2,2-3,0.8258019536733627,0.6884047389030457,0.22235709428787231,0.33390480279922485,2,Q2,High
620,8615,10219,2,2-3,0.5758935809135437,0.8277080953121185,0.08057692646980286,0.19522064924240112,4,Q4-high,Low
621,8639,17275,3,2-3,0.6458868980407715,0.5964082777500153,0.3015284538269043,0.42910754680633545,1,Q1-low,Low
622,8640,3681,3,2-3,0.8273549526929855,0.5640353262424469,0.25615936517715454,0.48091599345207214,1,Q1-low,High
623,8658,18199,2,2-3,0.5197742879390717,0.681393951177597,0.25246524810791016,0.33514124155044556,2,Q2,Low
624,8662,17824,10,>=6,0.7932410538196564,0.7877838760614395,0.22860826551914215,0.20811808109283447,4,Q4-high,High
625,8665,2056,2,2-3,0.8116848021745682,0.7628593146800995,0.1493149995803833,0.2590970993041992,3,Q3,High
626,8714,17962,2,2-3,0.40244394540786743,0.8256857395172119,0.23593828082084656,0.15890824794769287,4,Q4-high,Low
627,8716,6488,4,4-5,0.8215947896242142,0.46443605422973633,0.34471243619918823,0.5832768082618713,1,Q1-low,High
628,8719,1100,2,2-3,0.8242633789777756,0.6614522933959961,0.4023403525352478,0.32259950041770935,2,Q2,High
629,8723,2887,3,2-3,0.8137849122285843,0.7456069886684418,0.234991192817688,0.2592434585094452,3,Q3,High
630,8730,1773,2,2-3,0.6768936514854431,0.5198605954647064,0.2973628044128418,0.5258335471153259,1,Q1-low,Low
631,8735,18168,2,2-3,0.8332885950803757,0.7422881722450256,0.17576444149017334,0.2781986594200134,3,Q3,High
632,8738,12462,2,2-3,0.8571317046880722,0.5168065428733826,0.5574498176574707,0.4646293520927429,1,Q1-low,High
633,8755,11541,2,2-3,0.8183717727661133,0.41512787342071533,0.6206852197647095,0.5759188532829285,1,Q1-low,High
634,8776,14891,2,2-3,0.7432892322540283,0.5470604300498962,0.14315354824066162,0.5303860902786255,1,Q1-low,Medium
635,8787,17943,5,4-5,0.7497727870941162,0.7847831547260284,0.21133802831172943,0.2161865383386612,4,Q4-high,Medium
636,8795,13586,8,>=6,0.6634859144687653,0.5205763876438141,0.33233487606048584,0.5161957740783691,1,Q1-low,Low
637,8813,15717,3,2-3,0.8494327217340469,0.6698278188705444,0.1534857153892517,0.3743438124656677,2,Q2,High
638,8815,4149,2,2-3,0.8288891315460205,0.6859137117862701,0.1748434603214264,0.34889698028564453,2,Q2,High
639,8818,18307,4,4-5,0.8140265494585037,0.5721678733825684,0.48469477891921997,0.41361644864082336,1,Q1-low,High
640,8820,18307,4,4-5,0.6026569604873657,0.7604006081819534,0.15389443933963776,0.26102563738822937,3,Q3,Low
641,8829,17453,2,2-3,0.7286063432693481,0.7262593805789948,0.4146871268749237,0.23850397765636444,3,Q3,Medium
642,8832,10752,5,4-5,0.8421341925859451,0.8240679651498795,0.1593542993068695,0.180076465010643,4,Q4-high,High
643,8860,8155,5,4-5,0.7965661734342575,0.8015386909246445,0.23008112609386444,0.1905563473701477,4,Q4-high,High
644,8866,17530,2,2-3,0.7211686372756958,0.7892584353685379,0.21615169942378998,0.20938903093338013,4,Q4-high,Medium
645,8877,1609,2,2-3,0.8261761665344238,0.7973539233207703,0.15569968521595,0.21438266336917877,4,Q4-high,High
646,8897,8535,2,2-3,0.8252555131912231,0.784980446100235,0.3567296862602234,0.17959201335906982,4,Q4-high,High
